pseudotime,condition,sample,variable,value
11.4,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0953963335895736
11.5,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,2.00162747006236
11.5,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0869420181021187
11.6,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,1.82329266635973
11.6,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0804268951310041
11.7,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,1.6600855301469
11.7,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0754228641363445
11.8,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,1.51095778280635
11.8,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.071618796554794
11.9,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,1.37486309419917
11.9,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0687864740822603
12,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,1.25078462008424
12,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0667568741502936
12.1,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,1.13775083238751
12.1,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0654041608608467
12.2,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,1.03484462557399
12.2,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0646343701579931
12.3,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.941207700136699
12.3,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0643774273435503
12.4,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.856041857256044
12.4,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0645814278419634
12.5,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.778608351831379
12.5,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0652085096581433
12.6,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.708225971444927
12.6,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0662318450996664
12.7,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.64426836194217
12.7,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0676334326958415
12.8,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.586160922494285
12.8,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0694024670295869
12.9,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.533377494290797
12.9,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0715341310764603
13,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.485436993815382
13,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0740287011887749
13.1,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.441900088963189
13.1,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.076890886195288
13.2,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.402365982466148
13.2,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0801293441145399
13.3,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.366469342383844
13.3,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0837563354461502
13.4,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.333877402730845
13.4,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0877874830479682
13.5,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.304287245765797
13.5,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0922416165509041
13.6,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.277423269509201
13.6,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.09714068503248
13.7,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.253034838714492
13.7,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.102509725904286
13.8,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.230894113963338
13.8,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.108376881104284
13.9,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.210794051289219
13.9,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.114773454031555
14,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.19254656337083
14,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.121734002435542
14.1,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.175980832610027
14.1,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.12929646382878
14.2,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.160941766128376
14.2,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.137502311042291
14.3,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.147288582743452
14.3,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.146396736366591
14.4,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.1348935222227
14.4,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.156028863376678
14.5,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.123640667487999
14.5,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.166451986069454
14.6,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.113424870907088
14.6,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.177723835377996
14.7,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.104150776322632
14.7,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.189906873492399
14.8,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.0957319290101379
14.8,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.203068616728722
14.9,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.088089966304338
14.9,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.217281987958602
15,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.0811538821779526
15,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.232625699851671
15.1,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.0748593595889946
15.1,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.24918467039765
15.2,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.0691481649283829
15.2,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.267050472369221
15.3,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.0639675993963877
15.3,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.28632181856319
15.4,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.0592700026141063
15.4,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.307105084816753
15.5,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.0550123042361454
15.5,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.329514872937141
15.6,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.0511556197758311
15.6,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.353674615803836
15.7,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.0476648872888287
15.7,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.379717226998256
15.8,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.0445085419908548
15.8,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.407785797379162
15.9,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.0416582263177993
15.9,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.438034341042689
16,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.0390885333818798
16,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.470628593069641
16.1,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.0367767822481945
16.1,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.505746861349835
16.2,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.0347028239688776
16.2,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.543580934557163
16.3,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.0328488778889806
16.3,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.584337047993412
16.4,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.0311993984085523
16.4,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.628236908474287
16.5,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.0297409731850821
16.5,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.67551877862397
16.6,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.0284622547978487
16.6,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.726438619847305
16.7,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.0273539291196563
16.7,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.781271291573242
16.8,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.0264087250838262
16.8,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.840311802148191
16.9,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.0256214723983958
16.9,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.903876602207966
17,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.0249892185995084
17,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.972304911368937
17.1,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.024511417639203
17.1,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,1.0459600572069
17.2,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.0241902091980566
17.2,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,1.12523079975818
17.3,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.0240308153869412
17.3,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,1.21053260311061
17.4,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.0240420913568491
17.4,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,1.30230879777007
17.5,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.0242372811255138
17.5,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,1.40103155365573
17.6,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.0246350509622132
17.6,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,1.50720254921074
17.7,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.0252609031672804
17.7,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,1.62135317262023
17.8,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.0261491177691138
17.8,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,1.74404401924168
17.9,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.0273454358552657
17.9,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,1.87586334392105
18,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.0289107973846783
18,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,2.01742397067281
18.1,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.0309265964277492
18.1,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,2.16935792834028
18.2,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.0335021465719761
18.2,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,2.33230772688747
18.3,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.0367854048600032
18.3,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,2.50691264731564
18.4,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.0409785587777683
18.4,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,2.69378758031897
18.5,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.046360958966336
18.5,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,2.89349063930386
18.6,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.0533232783895353
18.6,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,3.1064737079183
18.7,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.0624190175745325
18.7,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,3.33300680049138
18.8,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.0744430680185024
18.8,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,3.57306187848811
18.9,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.0905525094821946
18.9,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,3.82613383184259
19,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.112454388185752
19,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,4.090962377114
19.1,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.142700631868399
19.1,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,4.36509592112402
19.2,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.185139529276178
19.2,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,4.64422398540621
19.3,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.245617624409236
19.3,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,4.92113416521732
19.4,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.33299714880029
19.4,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,5.18417884497857
19.5,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.460538657887882
19.5,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,5.41511187597242
19.6,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.647402794656659
19.6,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,5.58648185208321
19.7,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.919303245894594
19.7,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,5.65956138307418
19.8,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,1.30580580546541
19.8,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,5.58565400295535
19.9,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,1.83001360209549
19.9,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,5.31600807324188
20,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,2.4878752352904
20,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,4.82488946897967
20.1,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,3.22540696255138
20.1,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,4.13913399448646
20.2,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,3.93870656567398
20.2,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,3.34797705133109
20.3,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,4.51371043685505
20.3,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,2.57030760981576
20.4,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,4.87935614462781
20.4,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,1.8999173298152
20.5,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,5.02815149558081
20.5,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,1.37596308156397
20.6,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,4.99742289548767
20.6,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.992134975229704
20.7,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,4.83945831870605
20.7,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.721047227007796
20.8,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,4.60198354086143
20.8,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.532536083405106
20.9,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,4.32122566909411
20.9,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.401627893438022
21,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,4.02205358538945
21,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.310048870813132
21.1,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,3.7204960270904
21.1,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.245193304973065
21.2,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,3.42639441638894
21.2,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.198589738999517
21.3,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,3.14547769090473
21.3,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.164592331507553
21.4,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,2.88082650080474
21.4,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.139426187091132
21.5,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,2.63383476484595
21.5,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.120550614615835
21.6,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,2.40484735819863
21.6,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.106233685950745
21.7,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,2.19356442885718
21.7,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0952799139208775
21.8,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,1.99930279747844
21.8,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0868527836045479
21.9,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,1.82116370458935
21.9,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0803586535533059
22,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,1.6581392154296
22,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0753711514566494
22.1,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,1.50918089374592
22.1,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0715803458928153
22.2,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,1.37324264352288
22.2,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0687588821862918
22.3,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,1.24930811983414
22.3,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0667383581628898
22.4,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,1.13640644141527
22.4,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0653933936054801
22.5,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,1.03362122556514
22.5,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0646303631025903
22.6,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.940094927455282
22.6,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.064379447816732
22.7,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.855030103124356
22.7,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0645889394136136
22.8,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.777688744027109
22.8,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0652211289408469
22.9,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.707390343896672
22.9,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0662493101578664
23,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.64350921735806
23,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0676555798032151
23.1,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.58547139139166
23.1,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0694292134955488
23.2,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.532751292611417
23.2,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.071565462534747
23.3,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.484868380646737
23.3,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0740646622095205
23.4,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.441383825327456
23.4,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0769315734025851
23.5,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.401897291793785
23.5,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0801749012185633
23.6,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.366043873041125
23.6,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0838069497594715
23.7,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.333491192798364
23.7,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0878433831705975
23.8,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.303936690149162
23.8,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0923030709918068
23.9,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.277105089383043
23.9,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.0972080015960035
24,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.252746053247864
24,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.102583251714691
24.1,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.230632014240133
24.1,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.108457003174917
24.2,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.210556176315889
24.2,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.114860600310254
24.3,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.192330678051659
24.3,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.121828643276978
24.4,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.175784907564734
24.4,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.129399113859087
24.5,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.160763959225807
24.5,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.137613531392804
24.6,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.147127222227202
24.6,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.14651713726256
24.7,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.134747091308726
24.7,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.156159107074094
24.8,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.123507790319744
24.8,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.166592790139062
24.9,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.113304299759985
24.9,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.177875976340508
25,a=0.75 b=0.8 c=1 d=0.8,1_5,Predator,0.104041379956597
25,a=0.75 b=0.8 c=1 d=0.8,1_5,Prey,0.190071190813107
0,a=0.75 b=0.8 c=1 d=0.8,2_5,Predator,5
0,a=0.75 b=0.8 c=1 d=0.8,2_5,Prey,2
0.1,a=0.75 b=0.8 c=1 d=0.8,2_5,Predator,5.18430913762119
0.1,a=0.75 b=0.8 c=1 d=0.8,2_5,Prey,1.43228978969235
0.2,a=0.75 b=0.8 c=1 d=0.8,2_5,Predator,5.16936318242286
0.2,a=0.75 b=0.8 c=1 d=0.8,2_5,Prey,1.01917004198027
0.3,a=0.75 b=0.8 c=1 d=0.8,2_5,Predator,5.01294541570437
0.3,a=0.75 b=0.8 c=1 d=0.8,2_5,Prey,0.730477724645481
0.4,a=0.75 b=0.8 c=1 d=0.8,2_5,Predator,4.7684966975372
0.4,a=0.75 b=0.8 c=1 d=0.8,2_5,Prey,0.532192528836464
0.5,a=0.75 b=0.8 c=1 d=0.8,2_5,Predator,4.47644585480354
0.5,a=0.75 b=0.8 c=1 d=0.8,2_5,Prey,0.396230086532241
0.6,a=0.75 b=0.8 c=1 d=0.8,2_5,Predator,4.16427452308897
0.6,a=0.75 b=0.8 c=1 d=0.8,2_5,Prey,0.302263921135061
0.7,a=0.75 b=0.8 c=1 d=0.8,2_5,Predator,3.84947958067084
0.7,a=0.75 b=0.8 c=1 d=0.8,2_5,Prey,0.236459901387187
0.8,a=0.75 b=0.8 c=1 d=0.8,2_5,Predator,3.54266152968993
0.8,a=0.75 b=0.8 c=1 d=0.8,2_5,Prey,0.189649419094613
0.9,a=0.75 b=0.8 c=1 d=0.8,2_5,Predator,3.24990247274819
0.9,a=0.75 b=0.8 c=1 d=0.8,2_5,Prey,0.155801741024214
1,a=0.75 b=0.8 c=1 d=0.8,2_5,Predator,2.97440701616158
1,a=0.75 b=0.8 c=1 d=0.8,2_5,Prey,0.130939585964094
1.1,a=0.75 b=0.8 c=1 d=0.8,2_5,Predator,2.71758404966007
1.1,a=0.75 b=0.8 c=1 d=0.8,2_5,Prey,0.112413580232673
1.2,a=0.75 b=0.8 c=1 d=0.8,2_5,Predator,2.47973455076442
1.2,a=0.75 b=0.8 c=1 d=0.8,2_5,Prey,0.0984372555430268
1.3,a=0.75 b=0.8 c=1 d=0.8,2_5,Predator,2.26049037730335
1.3,a=0.75 b=0.8 c=1 d=0.8,2_5,Prey,0.0877883295886487
1.4,a=0.75 b=0.8 c=1 d=0.8,2_5,Predator,2.05908940606747
1.4,a=0.75 b=0.8 c=1 d=0.8,2_5,Prey,0.0796195648830455
1.5,a=0.75 b=0.8 c=1 d=0.8,2_5,Predator,1.87455452576376
1.5,a=0.75 b=0.8 c=1 d=0.8,2_5,Prey,0.0733338733913648
1.6,a=0.75 b=0.8 c=1 d=0.8,2_5,Predator,1.70580314056099
1.6,a=0.75 b=0.8 c=1 d=0.8,2_5,Prey,0.0685051931596224
1.7,a=0.75 b=0.8 c=1 d=0.8,2_5,Predator,1.55171773427862
1.7,a=0.75 b=0.8 c=1 d=0.8,2_5,Prey,0.0648256675624536
1.8,a=0.75 b=0.8 c=1 d=0.8,2_5,Predator,1.41118940436397
1.8,a=0.75 b=0.8 c=1 d=0.8,2_5,Prey,0.0620705057782496
1.9,a=0.75 b=0.8 c=1 d=0.8,2_5,Predator,1.28314502450378
1.9,a=0.75 b=0.8 c=1 d=0.8,2_5,Prey,0.0600739613170321
2,a=0.75 b=0.8 c=1 d=0.8,2_5,Predator,1.16656289250598
2,a=0.75 b=0.8 c=1 d=0.8,2_5,Prey,0.0587129763614564
2.1,a=0.75 b=0.8 c=1 d=0.8,2_5,Predator,1.06048115778653
2.1,a=0.75 b=0.8 c=1 d=0.8,2_5,Prey,0.0578958423727974
2.2,a=0.75 b=0.8 c=1 d=0.8,2_5,Predator,0.964001685299248
2.2,a=0.75 b=0.8 c=1 d=0.8,2_5,Prey,0.0575542038693234
2.3,a=0.75 b=0.8 c=1 d=0.8,2_5,Predator,0.876290822205745
2.3,a=0.75 b=0.8 c=1 d=0.8,2_5,Prey,0.0576373694792977
2.4,a=0.75 b=0.8 c=1 d=0.8,2_5,Predator,0.796578254668166
2.4,a=0.75 b=0.8 c=1 d=0.8,2_5,Prey,0.0581082207663279
2.5,a=0.75 b=0.8 c=1 d=0.8,2_5,Predator,0.724154653856775
2.5,a=0.75 b=0.8 c=1 d=0.8,2_5,Prey,0.0589402436715258
2.6,a=0.75 b=0.8 c=1 d=0.8,2_5,Predator,0.658368606511547
2.6,a=0.75 b=0.8 c=1 d=0.8,2_5,Prey,0.0601153567095564
2.7,a=0.75 b=0.8 c=1 d=0.8,2_5,Predator,0.598623162984508
2.7,a=0.75 b=0.8 c=1 d=0.8,2_5,Prey,0.0616223121032418
2.8,a=0.75 b=0.8 c=1 d=0.8,2_5,Predator,0.544372218931775
2.8,a=0.75 b=0.8 c=1 d=0.8,2_5,Prey,0.0634555136396788
2.9,a=0.75 b=0.8 c=1 d=0.8,2_5,Predator,0.495116877662538
